Vrid,id,Vstatus,age,sex,income,race,race_other,hispanic
468,C2059847256,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",Yes
469,C2059854590,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
470,C2059856079,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
471,C2059860882,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",Yes
472,C2059861131,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
473,C2059867721,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
474,C2059873670,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
475,C2059878596,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
476,C2059877419,Complete,45 to 54,Male,"Less than $25,000",White,"",No
477,C2059878633,Complete,55 to 64,Female,"$125,000 to $149,999",White,"",No
478,C2059883344,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",Yes
479,C2059884555,Complete,65 to 74,Female,"Less than $25,000",Asian,"",No
480,C2059889844,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
481,C2059891759,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
482,C2059893285,Complete,35 to 44,Male,"$35,000 to $49,999",White,"",No
483,C2059895333,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
484,C2059895019,Complete,35 to 44,Male,"$150,000 or more",White,"",No
485,C2059896498,Complete,45 to 54,Male,"$50,000 to $74,999",White,"",No
486,C2059896181,Complete,35 to 44,Male,"$35,000 to $49,999",Black/African-American,"",No
487,C2059901974,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",Yes
488,C2059902330,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
489,C2059902732,Complete,35 to 44,Female,"Less than $25,000",White,"",No
490,1184636717,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
491,C2059898397,Disqualified,25 to 34,Female,"$100,000 to $124,999",White,"",No
492,C2059908746,Complete,25 to 34,Male,"$35,000 to $49,999",White,"",No
493,C2059915063,Partial,,,,,"",
494,C2059914259,Complete,35 to 44,Female,"$25,000 to $34,999",Black/African-American,"",No
495,C2059917789,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
496,C2059920087,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",No
497,C2059919280,Complete,18 to 24,Female,"$35,000 to $49,999",Black/African-American,"",No
498,C2059923670,Complete,18 to 24,Male,"$75,000 to $99,999",White,"",No
499,C2059926772,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",Yes
500,C2059928596,Complete,18 to 24,Male,"$25,000 to $34,999",Other,Hispanic,Yes
501,C2059930903,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
502,C2059930349,Complete,75 or older,Female,"Less than $25,000",White,"",No
503,C2059940034,Complete,65 to 74,Female,"$150,000 or more",White,"",No
504,C2059940616,Complete,65 to 74,Female,"$100,000 to $124,999",White,"",No
505,C2059946333,Complete,65 to 74,Male,"$25,000 to $34,999",White,"",No
506,1028220500,Complete,55 to 64,Male,"$35,000 to $49,999",White,"",No
507,1090290674,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
508,C2059957647,Complete,25 to 34,Male,"$100,000 to $124,999",Other,Black/White,No
509,C2059957295,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
510,C2059957953,Complete,35 to 44,Female,"$75,000 to $99,999",Other,Mixed,No
511,1113637428,Complete,55 to 64,Female,"$150,000 or more",White,"",No
512,C2059969577,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
513,C2059969710,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
514,C2059975262,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
515,C2059977497,Complete,35 to 44,Female,"$150,000 or more",White,"",No
516,C2059983819,Disqualified,25 to 34,Male,"$50,000 to $74,999",White,"",No
517,C2059984893,Complete,45 to 54,Female,"Less than $25,000",White,"",No
518,C2059987337,Complete,35 to 44,Male,"$35,000 to $49,999",White,"",No
519,C2060003196,Partial,,,,,"",
520,C2060007391,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
521,C2060015816,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
522,C2060017824,Partial,,,,,"",
523,1132981465,Complete,25 to 34,Female,"Less than $25,000",White,"",No
524,C2060028134,Partial,,,,,"",
525,C2060026351,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",Yes
526,C2060027983,Complete,45 to 54,Female,"$100,000 to $124,999",White,"",No
527,C2060036681,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
528,C2060035379,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
529,C2060049300,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
530,C2060046297,Complete,35 to 44,Female,"$150,000 or more",White,"",No
531,C2060060448,Complete,55 to 64,Male,"$75,000 to $99,999",Black/African-American,"",No
532,C2060064165,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
533,C2060065629,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
534,C2060065984,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
535,C2060066273,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",Yes
536,1163243662,Complete,45 to 54,Male,"Less than $25,000",White,"",No
537,C2059843393,Complete,45 to 54,Female,"$35,000 to $49,999",White,"",No
538,C2060069410,Complete,55 to 64,Male,"$150,000 or more",White,"",No
539,C2060073398,Complete,18 to 24,Female,"$50,000 to $74,999",White,"",No
540,C2060073657,Complete,55 to 64,Male,"$125,000 to $149,999",White,"",No
541,C2060074182,Complete,18 to 24,Male,"Less than $25,000",White,"",Yes
542,1167690549,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
543,C2060081980,Complete,65 to 74,Male,"$25,000 to $34,999",Black/African-American,"",No
544,C2060084712,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
545,C2060085424,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
546,C2060086528,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
547,C2060089124,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",No
548,C2060093822,Complete,55 to 64,Male,"Less than $25,000",White,"",No
549,C2060094978,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
550,C2060096663,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
551,C2060097897,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
552,C2060072383,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
553,C2060105200,Complete,55 to 64,Male,"$35,000 to $49,999",White,"",No
554,1134837748,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
555,C2060108131,Complete,18 to 24,Male,"$50,000 to $74,999",White,"",Yes
556,C2060110966,Partial,,,,,"",
557,C2060120447,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
558,C2060120170,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
559,C2060129827,Disqualified,35 to 44,Male,"$75,000 to $99,999",White,"",Yes
560,C2060133557,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",No
561,C2060136710,Complete,18 to 24,Male,"$75,000 to $99,999",White,"",No
562,C2060155427,Partial,,,,,"",
563,C2060159734,Disqualified,45 to 54,Female,"$25,000 to $34,999",White,"",No
564,C2060160905,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
565,C2060167828,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
566,C2060193532,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
567,C2060228111,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
568,C2060307029,Complete,45 to 54,Female,"$75,000 to $99,999",Black/African-American,"",No
569,C2060312895,Complete,55 to 64,Male,"$35,000 to $49,999",White,"",No
570,C2060314227,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
571,C2060316284,Complete,45 to 54,Male,"$50,000 to $74,999",White,"",No
572,C2060317512,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
573,C2060333213,Complete,65 to 74,Male,"Less than $25,000",White,"",No
574,C2060342363,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
575,C2060346351,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
576,C2060369083,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
577,C2060368300,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
578,C2060375505,Complete,45 to 54,Female,"$100,000 to $124,999",White,"",Yes
579,1184357874,Complete,35 to 44,Male,"$75,000 to $99,999",Black/African-American,"",Yes
580,1056716859,Partial,,,,,"",
581,C2060385021,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
582,C2060385829,Complete,45 to 54,Female,"$100,000 to $124,999",White,"",No
583,C2060391129,Complete,55 to 64,Male,"$25,000 to $34,999",White,"",No
584,C2060392383,Complete,25 to 34,Male,"Less than $25,000",White,"",Yes
585,C2060397161,Complete,55 to 64,Male,"$50,000 to $74,999",Other,Spanish American/ Latino American,Yes
586,C2060411707,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
587,C2060410456,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
588,C2060414097,Complete,55 to 64,Female,"Less than $25,000",White,"",Yes
589,C2060420710,Complete,35 to 44,Female,"Less than $25,000",Other,Mixed,No
590,C2060405758,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
591,C2060438929,Complete,55 to 64,Male,"$125,000 to $149,999",White,"",No
592,C2060458134,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
593,1101807390,Complete,55 to 64,Male,"$125,000 to $149,999",White,"",No
594,C2060459887,Complete,55 to 64,Female,"$25,000 to $34,999",Black/African-American,"",No
595,C2060463467,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
596,C2060467612,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
597,C2060476118,Complete,25 to 34,Male,"Less than $25,000",White,"",No
598,C2060476978,Complete,45 to 54,Male,"Less than $25,000",Other,Chicano,Yes
599,C2060484774,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
600,C2060506643,Partial,,,,,"",
601,C2060506643,Partial,,,,,"",
602,C2060510489,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
603,C2060510571,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
604,C2060526054,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",No
605,C2060541352,Complete,18 to 24,Male,"Less than $25,000",White,"",No
606,C2060543003,Complete,55 to 64,Male,"$150,000 or more",White,"",No
607,C2060545032,Complete,55 to 64,Male,"$150,000 or more",White,"",No
608,1102277572,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
609,C2060549193,Partial,,,,,"",
610,C2060549594,Complete,45 to 54,Female,"$35,000 to $49,999",White,"",No
611,C2060556575,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
612,1003534422,Complete,45 to 54,Female,"$150,000 or more",White,"",No
613,1003534422,Complete,45 to 54,Female,"$150,000 or more",White,"",No
614,C2060582440,Complete,25 to 34,Male,"$25,000 to $34,999",Other,Chinae,Yes
615,C2060586255,Complete,55 to 64,Female,"Less than $25,000",White,"",No
616,C2060585654,Complete,18 to 24,Female,"$50,000 to $74,999",White,"",No
617,C2060595931,Complete,45 to 54,Male,"$25,000 to $34,999",White,"",No
618,C2060604354,Complete,25 to 34,Male,"Less than $25,000",White,"",Yes
619,1189708813,Complete,35 to 44,Female,"Less than $25,000",White,"",No
620,C2060611825,Disqualified,25 to 34,Male,"Less than $25,000",White,"",Yes
621,C2060612481,Complete,45 to 54,Female,"Less than $25,000",White,"",No
622,C2060622294,Complete,45 to 54,Male,"$25,000 to $34,999",White,"",Yes
623,C2060626771,Complete,55 to 64,Male,"$35,000 to $49,999",Black/African-American,"",No
624,C2060628748,Complete,25 to 34,Male,"Less than $25,000",White,"",No
625,1183597486,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
626,C2060629988,Complete,35 to 44,Female,"Less than $25,000",White,"",No
627,C2060614393,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
628,C2060645549,Complete,45 to 54,Male,"$125,000 to $149,999",White,"",No
629,C2060646682,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
630,C2060648801,Complete,25 to 34,Male,"$35,000 to $49,999",White,"",No
631,C2060648786,Complete,45 to 54,Female,"$35,000 to $49,999",White,"",No
632,C2060644206,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
633,C2060714993,Complete,45 to 54,Male,"$100,000 to $124,999",White,"",Yes
634,C2060805248,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
635,C2060873837,Complete,18 to 24,Female,"Less than $25,000",White,"",No
636,1133270366,Complete,55 to 64,Female,"Less than $25,000",White,"",No
637,C2061052758,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",No
638,C2061052596,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
639,C2061054786,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
640,C2061055416,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
641,C2061067275,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
642,C2061065084,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
643,C2061068801,Complete,25 to 34,Female,"Less than $25,000",White,"",No
644,C2061072888,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
645,C2061073928,Complete,25 to 34,Male,"$75,000 to $99,999",White,"",No
646,C2061074505,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
647,C2061073878,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",Yes
648,C2061075674,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",No
649,1090290674,Complete,45 to 54,Male,"$100,000 to $124,999",White,"",No
650,C2061078027,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
651,C2061086648,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
652,C2061090218,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
653,C2061096830,Complete,25 to 34,Male,"$75,000 to $99,999",White,"",No
654,C2061101026,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
655,C2061100769,Complete,25 to 34,Female,"$100,000 to $124,999",White,"",No
656,C2061104844,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
657,C2061104208,Complete,18 to 24,Female,"Less than $25,000",White,"",Yes
658,C2061106369,Complete,75 or older,Male,"$50,000 to $74,999",White,"",No
659,C2061110926,Complete,35 to 44,Female,"Less than $25,000",White,"",No
660,C2061111301,Complete,25 to 34,Male,"$35,000 to $49,999",White,"",No
661,C2061117609,Complete,18 to 24,Female,"$35,000 to $49,999",White,"",No
662,C2061118235,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
663,C2061126688,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
664,C2061126237,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
665,C2061128311,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
666,C2061137682,Complete,45 to 54,Male,"$50,000 to $74,999",White,"",No
667,C2061140981,Complete,35 to 44,Female,"Less than $25,000",White,"",Yes
668,C2061070740,Complete,45 to 54,Male,"Less than $25,000",White,"",No
669,C2061154601,Complete,35 to 44,Female,"$125,000 to $149,999",White,"",No
670,C2061151916,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
671,C2061158809,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
672,C2061160499,Complete,25 to 34,Male,"$150,000 or more",White,"",No
673,C2061161001,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
674,C2061164639,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
675,C2061165577,Complete,18 to 24,Female,"Less than $25,000",Black/African-American,"",No
676,C2061171241,Complete,18 to 24,Male,"Less than $25,000",White,"",No
677,C2061184972,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
678,C2061185907,Complete,45 to 54,Male,"$150,000 or more",White,"",No
679,C2061188098,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
680,C2061195110,Complete,18 to 24,Male,"Less than $25,000",White,"",Yes
681,C2061194400,Complete,55 to 64,Male,"$35,000 to $49,999",White,"",No
682,C2061200088,Complete,75 or older,Male,"$125,000 to $149,999",White,"",No
683,C2061202069,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
684,C2061204784,Complete,65 to 74,Male,"$150,000 or more",White,"",No
685,C2061217992,Complete,25 to 34,Female,"Less than $25,000",White,"",No
686,C2061221295,Complete,45 to 54,Male,"$125,000 to $149,999",White,"",No
687,C2061228374,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
688,C2061229612,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
689,C2061231034,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",Yes
690,C2061231060,Complete,45 to 54,Male,"$100,000 to $124,999",Other,Mexican,Yes
691,C2061243119,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
692,C2061245030,Complete,25 to 34,Male,"$100,000 to $124,999",Other,Black/White,No
693,C2061249969,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
694,C2061250818,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
695,C2061256966,Complete,25 to 34,Female,"Less than $25,000",Other,American,No
696,C2061259836,Complete,18 to 24,Female,"Less than $25,000",White,"",No
697,C2061261086,Complete,55 to 64,Male,"$150,000 or more",White,"",No
698,C2061267177,Complete,25 to 34,Male,"$35,000 to $49,999",White,"",No
699,C2061270039,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
700,C2061269482,Complete,25 to 34,Male,"$100,000 to $124,999",White,"",No
701,C2061277305,Complete,35 to 44,Female,"Less than $25,000",White,"",No
702,C2061279218,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
703,C2061285648,Complete,18 to 24,Female,"$35,000 to $49,999",White,"",No
704,C2061287019,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
705,C2061288073,Complete,25 to 34,Male,"Less than $25,000",White,"",No
706,C2061295485,Complete,35 to 44,Female,"$35,000 to $49,999",Black/African-American,"",Yes
707,C2061312949,Complete,75 or older,Male,"$50,000 to $74,999",White,"",No
708,C2061314774,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
709,C2061315984,Complete,75 or older,Male,"$100,000 to $124,999",White,"",No
710,C2061317936,Complete,25 to 34,Male,"$35,000 to $49,999",White,"",No
711,C2061321541,Complete,18 to 24,Male,"$25,000 to $34,999",Black/African-American,"",No
712,1155645692,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
713,C2061327080,Complete,25 to 34,Male,"Less than $25,000",White,"",No
714,C2061328118,Complete,55 to 64,Male,"$25,000 to $34,999",White,"",No
715,C2061337072,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
716,C2061339932,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
717,C2061344200,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
718,C2061319400,Partial,,,,,"",
719,C2061350666,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
720,C2061352110,Complete,65 to 74,Male,"$150,000 or more",White,"",No
721,C2061353226,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
722,C2061352646,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
723,C2061357525,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
724,C2061361937,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
725,C2061366360,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
726,C2061367467,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",No
727,C2061368879,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
728,C2061368563,Complete,35 to 44,Male,"$35,000 to $49,999",Other,Hispanic,Yes
729,C2061368845,Complete,25 to 34,Male,"$50,000 to $74,999",Black/African-American,"",No
730,C2061375592,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
731,C2061377929,Complete,45 to 54,Male,"$150,000 or more",White,"",No
732,C2061378741,Complete,75 or older,Male,"$100,000 to $124,999",White,"",No
733,C2061379377,Complete,55 to 64,Female,"$125,000 to $149,999",White,"",No
734,C2061385637,Complete,45 to 54,Male,"$100,000 to $124,999",White,"",No
735,C2061386224,Partial,,,,,"",
736,C2061382552,Complete,35 to 44,Male,"Less than $25,000",Other,Human,No
737,C2061392314,Complete,18 to 24,Male,"$50,000 to $74,999",Asian,"",No
738,C2061393237,Complete,55 to 64,Female,"$150,000 or more",White,"",No
739,C2061395499,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
740,C2061396311,Complete,55 to 64,Male,"$150,000 or more",White,"",No
741,C2061400663,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
742,C2061408834,Complete,55 to 64,Male,"$150,000 or more",White,"",No
743,C2061410925,Complete,65 to 74,Male,"$35,000 to $49,999",American Indian/Alaska Native,"",No
744,C2061414299,Complete,55 to 64,Male,"$150,000 or more",White,"",No
745,C2061418030,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
746,C2061420392,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",No
747,C2061427831,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
748,C2061433640,Complete,35 to 44,Male,"$125,000 to $149,999",Other,Dogon,No
749,C2061441598,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
750,C2061444246,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
751,C2061446266,Complete,65 to 74,Male,"$150,000 or more",White,"",No
752,1184585350,Complete,35 to 44,Female,"Less than $25,000",White,"",No
753,C2061454391,Complete,55 to 64,Male,"Less than $25,000",White,"",No
754,C2061458920,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
755,C2061463622,Complete,45 to 54,Male,"$25,000 to $34,999",White,"",No
756,C2061464011,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
757,C2061464238,Complete,35 to 44,Male,"$35,000 to $49,999",White,"",No
758,C2061470437,Complete,25 to 34,Male,"$35,000 to $49,999",White,"",No
759,C2061471031,Complete,55 to 64,Male,"$25,000 to $34,999",White,"",No
760,C2061473552,Complete,25 to 34,Female,"$100,000 to $124,999",Asian,"",No
761,C2061479726,Complete,75 or older,Male,"$35,000 to $49,999",White,"",No
762,C2061482573,Complete,75 or older,Male,"$100,000 to $124,999",White,"",No
763,C2061483313,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
764,C2061487449,Complete,35 to 44,Male,"$50,000 to $74,999",Black/African-American,"",Yes
765,C2061489928,Complete,25 to 34,Male,"$50,000 to $74,999",White,"",No
766,C2061498209,Complete,55 to 64,Male,"$150,000 or more",White,"",No
767,C2061505409,Complete,25 to 34,Male,"Less than $25,000",White,"",No
768,C2061505754,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
769,C2061509113,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
770,C2061514275,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
771,C2061522239,Complete,35 to 44,Male,"$75,000 to $99,999",White,"",No
772,C2061533590,Partial,,,,,"",
773,C2061534055,Complete,45 to 54,Female,"$100,000 to $124,999",White,"",No
774,C2061534738,Disqualified,25 to 34,Male,"$75,000 to $99,999",White,"",No
775,C2061537232,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
776,C2061539498,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
777,C2061555747,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",Yes
778,C2061559380,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
779,C2061574823,Complete,25 to 34,Male,"Less than $25,000",White,"",Yes
780,C2061581250,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
781,C2061597994,Complete,65 to 74,Male,"$25,000 to $34,999",Black/African-American,"",No
782,C2061828915,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
783,C2061829799,Complete,65 to 74,Male,"$150,000 or more",White,"",No
784,C2061837318,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
785,C2061859978,Complete,45 to 54,Male,"$75,000 to $99,999",Other,doberman,Yes
786,C2061858607,Partial,,,,,"",
787,1056716859,Complete,65 to 74,Male,"$100,000 to $124,999",Asian,"",No
788,C2061865216,Complete,35 to 44,Male,"$75,000 to $99,999",White,"",No
789,C2061879764,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
790,1189729074,Complete,35 to 44,Female,"$100,000 to $124,999",White,"",Yes
791,C2061916379,Complete,75 or older,Male,"Less than $25,000",White,"",No
792,C2061913834,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
793,C2061923612,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
794,C2061925430,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
795,C2061934210,Complete,45 to 54,Male,"$150,000 or more",White,"",No
796,C2061954732,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
797,C2061953197,Complete,45 to 54,Male,"$75,000 to $99,999",White,"",Yes
798,C2061966654,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
799,C2061972523,Complete,65 to 74,Female,"$35,000 to $49,999",White,"",No
800,C2062094928,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
801,C2062120381,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
802,C2062142703,Complete,75 or older,Female,"$125,000 to $149,999",White,"",No
803,C2062144341,Complete,35 to 44,Female,"$75,000 to $99,999",Other,Hispanic,Yes
804,C2062157825,Partial,,,,,"",
805,C2062160222,Complete,55 to 64,Female,"$100,000 to $124,999",White,"",No
806,C2062157825,Partial,,,,,"",
807,C2062174028,Complete,18 to 24,Female,"$25,000 to $34,999",White,"",No
808,C2062178341,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
809,C2062176920,Complete,25 to 34,Male,"Less than $25,000",White,"",No
810,C2062191974,Complete,35 to 44,Male,"$35,000 to $49,999",American Indian/Alaska Native,"",No
811,C2062205076,Complete,18 to 24,Female,"$35,000 to $49,999",White,"",No
812,C2062207499,Complete,18 to 24,Female,"$100,000 to $124,999",White,"",No
813,C2062217522,Complete,45 to 54,Male,"$25,000 to $34,999",White,"",No
814,C2062169491,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
815,C2062222336,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
816,C2062226750,Complete,35 to 44,Female,"$150,000 or more",American Indian/Alaska Native,"",No
817,C2062263522,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
818,C2062266063,Partial,,,,,"",
819,C2062273858,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
820,C2062277117,Partial,,,,,"",
821,C2062278634,Disqualified,75 or older,Male,"$50,000 to $74,999",White,"",No
822,C2062281680,Complete,35 to 44,Male,"$75,000 to $99,999",Black/African-American,"",No
823,C2062281372,Complete,75 or older,Male,"$125,000 to $149,999",White,"",No
824,C2062282803,Complete,45 to 54,Male,"$25,000 to $34,999",White,"",No
825,C2062287525,Partial,,,,,"",
826,C2062293730,Complete,18 to 24,Male,"Less than $25,000",White,"",No
827,C2062296103,Complete,25 to 34,Male,"$100,000 to $124,999",White,"",No
828,C2062307059,Complete,18 to 24,Female,"$35,000 to $49,999",Other,Hispanic,Yes
829,C2062311309,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
830,C2062321067,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
831,C2062324006,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
832,C2062325793,Complete,35 to 44,Male,"$125,000 to $149,999",White,"",No
833,C2062334930,Complete,45 to 54,Male,"$100,000 to $124,999",Asian,"",No
834,C2062335392,Complete,18 to 24,Female,"Less than $25,000",White,"",Yes
