Vrid,id,Vstatus,sex,race,race_other,hispanic,age_weight,income_weight,race_weight,flag,weight
423,C2059734809,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
424,C2059735928,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
425,C2059736965,Complete,Female,White,"",No,55+,150K+,White,4,
426,C2059738382,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
427,C2059740599,Complete,Female,White,"",No,35-54,25-35K,White,3,0.599926503081218
428,C2059741339,Complete,Male,Asian,"",No,18-34,25-35K,Not white or Hispanic,3,1.0574628084524735
429,C2059741007,Complete,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
430,C2059743351,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
431,C2059743636,Complete,Female,White,"",No,55+,50-75K,White,1,0.5048550286390296
432,C2059746028,Complete,Male,White,"",No,55+,0-25K,White,0,0.8339346890446587
433,C2059746551,Partial,,,"",,,,,0,1
434,C2059748281,Complete,Female,Native Hawaiian or Other Pacific Islander,"",No,18-34,50-75K,Not white or Hispanic,1,1.0247223423895853
435,C2059752386,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
436,C2059757721,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
437,C2059759332,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
438,C2059758579,Complete,Male,White,"",No,55+,0-25K,White,0,0.8339346890446587
439,C2059731048,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
440,C2059760511,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
441,C2059762710,Complete,Male,White,"",No,55+,0-25K,White,0,0.8339346890446587
442,C2059762964,Complete,Female,White,"",No,55+,35-50K,White,2,0.5263124013008501
443,C2059764916,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
444,1056716859,Complete,Male,Asian,"",No,55+,100-150K,Not white or Hispanic,4,
445,C2059765180,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
446,C2059766263,Complete,Female,White,"",No,55+,150K+,White,0,0.7956756252488698
447,C2059767369,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
448,C2059771346,Complete,Male,White,"",No,35-54,100-150K,White,1,1.426284817494085
449,C2059776929,Complete,Female,Native Hawaiian or Other Pacific Islander,"",No,18-34,100-150K,Not white or Hispanic,0,1.1694772574501386
451,C2059781793,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
452,C2059787362,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
453,C2059788607,Complete,Female,Other,Hispanic,Yes,35-54,50-75K,Hispanic,0,1.5135886298419754
454,C2059793682,Partial,,,"",,,,,0,1
455,C2059801516,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
456,C2059806278,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
457,C2059807491,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
458,C2059807319,Complete,Female,White,"",Yes,35-54,35-50K,Hispanic,1,1.5779192464444562
459,C2059808329,Complete,Female,Asian,"",No,35-54,50-75K,Not white or Hispanic,3,0.9696374817499636
460,C2059813082,Disqualified,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
461,C2059816073,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
462,C2059822732,Complete,Female,White,"",No,55+,25-35K,White,1,0.3553324062152285
463,C2059823871,Complete,Male,White,"",No,55+,0-25K,White,0,0.8339346890446587
464,1181186163,Complete,Female,White,"",No,35-54,100-150K,White,0,0.9727819263591836
465,C2059833233,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
466,C2059835242,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
467,C2059843393,Complete,Female,White,"",No,35-54,35-50K,White,4,
468,C2059847256,Complete,Female,White,"",Yes,55+,50-75K,Hispanic,0,0.896488298315683
469,C2059854590,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8886010758316393
470,C2059856079,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
471,C2059860882,Complete,Male,White,"",Yes,35-54,75-100K,Hispanic,0,2.5472333094882087
472,C2059861131,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
473,C2059867721,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
474,C2059873670,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
475,C2059878596,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
476,C2059877419,Complete,Male,White,"",No,35-54,0-25K,White,0,1.407976061416836
477,C2059878633,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
478,C2059883344,Complete,Female,White,"",Yes,35-54,50-75K,Hispanic,1,1.5135886298419754
479,C2059884555,Complete,Female,Asian,"",No,55+,0-25K,Not white or Hispanic,3,0.647024536667721
480,C2059889844,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
481,C2059891759,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
482,C2059893285,Complete,Male,White,"",No,35-54,35-50K,White,0,1.3028595504555174
483,C2059895333,Complete,Female,White,"",No,55+,50-75K,White,4,
484,C2059895019,Complete,Male,White,"",No,35-54,150K+,White,0,1.9696544958050244
485,C2059896498,Complete,Male,White,"",No,35-54,50-75K,White,9,
486,C2059896181,Complete,Male,Black/African-American,"",No,35-54,35-50K,Not white or Hispanic,0,1.4820985348991815
487,C2059901974,Complete,Male,White,"",Yes,35-54,75-100K,Hispanic,0,2.5472333094882087
488,C2059902330,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
489,C2059902732,Complete,Female,White,"",No,35-54,0-25K,White,2,0.960294639957749
490,1184636717,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
492,C2059908746,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
493,C2059915063,Partial,,,"",,,,,0,1
494,C2059914259,Complete,Female,Black/African-American,"",No,35-54,25-35K,Not white or Hispanic,0,0.6824605084661585
495,C2059917789,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
496,C2059920087,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
497,C2059919280,Complete,Female,Black/African-American,"",No,18-34,35-50K,Not white or Hispanic,1,1.0682751405756705
498,C2059923670,Complete,Male,White,"",No,18-34,75-100K,White,0,1.515959492888191
499,C2059926772,Complete,Female,White,"",Yes,35-54,75-100K,Hispanic,4,
500,C2059928596,Complete,Male,Other,Hispanic,Yes,18-34,25-35K,Hispanic,1,1.6506825627922228
501,C2059930903,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
502,C2059930349,Complete,Female,White,"",No,55+,0-25K,White,1,0.5687760139604612
503,C2059940034,Complete,Female,White,"",No,55+,150K+,White,0,0.7956756252488698
504,C2059940616,Complete,Female,White,"",No,55+,100-150K,White,1,0.5761721491559079
505,C2059946333,Complete,Male,White,"",No,55+,25-35K,White,0,0.5209854361143753
506,1028220500,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
507,1090290674,Complete,Male,White,"",No,55+,100-150K,White,4,
508,C2059957647,Complete,Male,Other,Black/White,No,18-34,100-150K,Not white or Hispanic,5,
509,C2059957295,Complete,Female,White,"",No,35-54,25-35K,White,0,0.599926503081218
510,C2059957953,Complete,Female,Other,Mixed,No,35-54,75-100K,Not white or Hispanic,0,1.1129598499884772
511,1113637428,Complete,Female,White,"",No,55+,150K+,White,1,0.7956756252488698
512,C2059969577,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9783630006284733
513,C2059969710,Complete,Female,White,"",No,55+,75-100K,White,3,0.5794777816612017
514,C2059975262,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
515,C2059977497,Complete,Female,White,"",No,35-54,150K+,White,0,1.3433812596123942
517,C2059984893,Complete,Female,White,"",No,35-54,0-25K,White,0,0.960294639957749
518,C2059987337,Complete,Male,White,"",No,35-54,35-50K,White,0,1.3028595504555174
519,C2060003196,Partial,,,"",,,,,0,1
520,C2060007391,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
521,C2060015816,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
522,C2060017824,Partial,,,"",,,,,0,1
523,1132981465,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
524,C2060028134,Partial,,,"",,,,,0,1
525,C2060026351,Complete,Female,White,"",Yes,18-34,35-50K,Hispanic,3,1.6675604406298343
526,C2060027983,Complete,Female,White,"",No,35-54,100-150K,White,0,0.9727819263591836
527,C2060036681,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
528,C2060035379,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8796072786421404
529,C2060049300,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8523734581948778
530,C2060046297,Complete,Female,White,"",No,35-54,150K+,White,0,1.3433812596123942
531,C2060060448,Complete,Male,Black/African-American,"",No,55+,75-100K,Not white or Hispanic,0,0.9665115140704807
532,C2060064165,Complete,Male,White,"",No,55+,75-100K,White,1,0.8496255323655689
533,C2060065629,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9783630006284733
534,C2060065984,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
535,C2060066273,Complete,Female,White,"",Yes,35-54,50-75K,Hispanic,0,1.5135886298419754
536,1163243662,Complete,Male,White,"",No,35-54,0-25K,White,0,1.407976061416836
537,C2059843393,Complete,Female,White,"",No,35-54,35-50K,White,4,
538,C2060069410,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
539,C2060073398,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
540,C2060073657,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
541,C2060074182,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.6422263546948095
542,1167690549,Complete,Female,White,"",No,55+,75-100K,White,1,0.5794777816612017
543,C2060081980,Complete,Male,Black/African-American,"",No,55+,25-35K,Not white or Hispanic,0,0.5926592404369001
544,C2060084712,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
545,C2060085424,Complete,Male,White,"",No,55+,50-75K,White,3,0.7402142688632938
546,C2060086528,Complete,Male,White,"",No,55+,50-75K,White,5,
547,C2060089124,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
548,C2060093822,Complete,Male,White,"",No,55+,0-25K,White,0,0.8339346890446587
549,C2060094978,Complete,Female,White,"",No,55+,50-75K,White,4,
550,C2060096663,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
551,C2060097897,Complete,Female,White,"",No,35-54,50-75K,White,2,0.8523734581948778
552,C2060072383,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
553,C2060105200,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
554,1134837748,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
555,C2060108131,Complete,Male,White,"",Yes,18-34,50-75K,Hispanic,1,2.345283959289774
556,C2060110966,Partial,,,"",,,,,0,1
557,C2060120447,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
558,C2060120170,Complete,Female,White,"",No,18-34,75-100K,White,1,1.033943555793603
560,C2060133557,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
561,C2060136710,Complete,Male,White,"",No,18-34,75-100K,White,0,1.515959492888191
562,C2060155427,Partial,,,"",,,,,0,1
564,C2060160905,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
565,C2060167828,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9783630006284733
566,C2060193532,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
567,C2060228111,Complete,Female,White,"",No,18-34,50-75K,White,3,0.9007965792491909
568,C2060307029,Complete,Female,Black/African-American,"",No,35-54,75-100K,Not white or Hispanic,3,1.1129598499884772
569,C2060312895,Complete,Male,White,"",No,55+,35-50K,White,1,0.7716748912510978
570,C2060314227,Complete,Male,White,"",No,55+,75-100K,White,3,0.8496255323655689
571,C2060316284,Complete,Male,White,"",No,35-54,50-75K,White,0,1.2497429170054246
572,C2060317512,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8796072786421404
573,C2060333213,Complete,Male,White,"",No,55+,0-25K,White,3,0.8339346890446587
574,C2060342363,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9783630006284733
575,C2060346351,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
576,C2060369083,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
577,C2060368300,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
578,C2060375505,Complete,Female,White,"",Yes,35-54,100-150K,Hispanic,0,1.7274020546946702
579,1184357874,Complete,Male,Black/African-American,"",Yes,35-54,75-100K,Hispanic,4,
580,1056716859,Partial,,,"",,,,,0,1
581,C2060385021,Complete,Male,White,"",No,55+,50-75K,White,1,0.7402142688632938
582,C2060385829,Complete,Female,White,"",No,35-54,100-150K,White,0,0.9727819263591836
583,C2060391129,Complete,Male,White,"",No,55+,25-35K,White,1,0.5209854361143753
584,C2060392383,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.6422263546948095
585,C2060397161,Complete,Male,Other,Spanish American/ Latino American,Yes,55+,50-75K,Hispanic,0,1.314423730850288
586,C2060411707,Complete,Male,White,"",No,55+,35-50K,White,3,0.7716748912510978
587,C2060410456,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
588,C2060414097,Complete,Female,White,"",Yes,55+,0-25K,Hispanic,0,1.0099949727207111
589,C2060420710,Complete,Female,Other,Mixed,No,35-54,0-25K,Not white or Hispanic,0,1.0924057612006661
590,C2060405758,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
591,C2060438929,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
592,C2060458134,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
593,1101807390,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
594,C2060459887,Complete,Female,Black/African-American,"",No,55+,25-35K,Not white or Hispanic,0,0.40421673884162257
595,C2060463467,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
596,C2060467612,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
597,C2060476118,Complete,Male,White,"",No,18-34,0-25K,White,3,1.4879628261478124
598,C2060476978,Complete,Male,Other,Chicano,Yes,35-54,0-25K,Hispanic,0,2.50019112768171
599,C2060484774,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9783630006284733
600,C2060506643,Partial,,,"",,,,,0,1
601,C2060506643,Partial,,,"",,,,,0,1
602,C2060510489,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
603,C2060510571,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
604,C2060526054,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
605,C2060541352,Complete,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
606,C2060543003,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
607,C2060545032,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
608,1102277572,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
609,C2060549193,Partial,,,"",,,,,0,1
610,C2060549594,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8886010758316393
611,C2060556575,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
612,1003534422,Complete,Female,White,"",No,35-54,150K+,White,4,
613,1003534422,Complete,Female,White,"",No,35-54,150K+,White,4,
614,C2060582440,Complete,Male,Other,Chinae,Yes,18-34,25-35K,Hispanic,3,1.6506825627922228
615,C2060586255,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
616,C2060585654,Complete,Female,White,"",No,18-34,50-75K,White,0,0.9007965792491909
617,C2060595931,Complete,Male,White,"",No,35-54,25-35K,White,6,
618,C2060604354,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,3,2.6422263546948095
619,1189708813,Complete,Female,White,"",No,35-54,0-25K,White,0,0.960294639957749
620,C2060611825,Disqualified,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.6422263546948095
621,C2060612481,Complete,Female,White,"",No,35-54,0-25K,White,0,0.960294639957749
622,C2060622294,Complete,Male,White,"",Yes,35-54,25-35K,Hispanic,0,1.5619486539368488
623,C2060626771,Complete,Male,Black/African-American,"",No,55+,35-50K,Not white or Hispanic,0,0.877836928272021
624,C2060628748,Complete,Male,White,"",No,18-34,0-25K,White,3,1.4879628261478124
625,1183597486,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
626,C2060629988,Complete,Female,White,"",No,35-54,0-25K,White,0,0.960294639957749
627,C2060614393,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
628,C2060645549,Complete,Male,White,"",No,35-54,100-150K,White,0,1.426284817494085
629,C2060646682,Complete,Female,White,"",No,35-54,50-75K,White,2,0.8523734581948778
630,C2060648801,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
631,C2060648786,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8886010758316393
632,C2060644206,Complete,Female,White,"",No,18-34,75-100K,White,0,1.033943555793603
633,C2060714993,Complete,Male,White,"",Yes,35-54,100-150K,Hispanic,7,
634,C2060805248,Complete,Male,White,"",No,35-54,35-50K,White,0,1.3028595504555174
635,C2060873837,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
636,1133270366,Complete,Female,White,"",No,55+,0-25K,White,0,0.5687760139604612
637,C2061052758,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4344677424435512
638,C2061052596,Complete,Female,White,"",No,55+,35-50K,White,3,0.5263124013008501
639,C2061054786,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8886010758316393
640,C2061055416,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8523734581948778
641,C2061067275,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
642,C2061065084,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9783630006284733
643,C2061068801,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0148487361129228
644,C2061072888,Complete,Male,White,"",No,55+,100-150K,White,1,0.844778841317184
645,C2061073928,Complete,Male,White,"",No,18-34,75-100K,White,0,1.515959492888191
646,C2061074505,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
647,C2061073878,Complete,Female,White,"",Yes,18-34,50-75K,Hispanic,7,
648,C2061075674,Complete,Female,White,"",No,18-34,25-35K,White,0,0.6340081763232666
649,1090290674,Complete,Male,White,"",No,35-54,100-150K,White,4,
650,C2061078027,Complete,Female,White,"",No,55+,75-100K,White,7,
651,C2061086648,Complete,Female,White,"",No,55+,50-75K,White,1,0.5048550286390296
652,C2061090218,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8523734581948778
653,C2061096830,Complete,Male,White,"",No,18-34,75-100K,White,1,1.515959492888191
654,C2061101026,Complete,Male,White,"",No,35-54,50-75K,White,3,1.2497429170054246
655,C2061100769,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280454221035191
656,C2061104844,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
657,C2061104208,Complete,Female,White,"",Yes,18-34,0-25K,Hispanic,0,1.8021015239529314
658,C2061106369,Complete,Male,White,"",No,55+,50-75K,White,3,0.7402142688632938
659,C2061110926,Complete,Female,White,"",No,35-54,0-25K,White,0,0.960294639957749
660,C2061111301,Complete,Male,White,"",No,18-34,35-50K,White,2,1.376874672726078
661,C2061117609,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9390822787014618
662,C2061118235,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
663,C2061126688,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8796072786421404
664,C2061126237,Complete,Female,White,"",No,55+,35-50K,White,0,0.5263124013008501
665,C2061128311,Complete,Female,White,"",No,18-34,50-75K,White,1,0.9007965792491909
666,C2061137682,Complete,Male,White,"",No,35-54,50-75K,White,2,1.2497429170054246
667,C2061140981,Complete,Female,White,"",Yes,35-54,0-25K,Hispanic,3,1.7052279542072872
668,C2061070740,Complete,Male,White,"",No,35-54,0-25K,White,0,1.407976061416836
669,C2061154601,Complete,Female,White,"",No,35-54,100-150K,White,1,0.9727819263591836
670,C2061151916,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9783630006284733
671,C2061158809,Complete,Female,White,"",No,55+,50-75K,White,0,0.5048550286390296
672,C2061160499,Complete,Male,White,"",No,18-34,150K+,White,0,2.0815500706479124
673,C2061161001,Complete,Female,White,"",No,55+,25-35K,White,7,
674,C2061164639,Complete,Male,White,"",No,55+,35-50K,White,3,0.7716748912510978
675,C2061165577,Complete,Female,Black/African-American,"",No,18-34,0-25K,Not white or Hispanic,0,1.154465056813967
676,C2061171241,Complete,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
677,C2061184972,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
678,C2061185907,Complete,Male,White,"",No,35-54,150K+,White,0,1.9696544958050244
679,C2061188098,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
680,C2061195110,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.6422263546948095
681,C2061194400,Complete,Male,White,"",No,55+,35-50K,White,1,0.7716748912510978
682,C2061200088,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
683,C2061202069,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
684,C2061204784,Complete,Male,White,"",No,55+,150K+,White,2,1.1666130231160865
685,C2061217992,Complete,Female,White,"",No,18-34,0-25K,White,4,
686,C2061221295,Complete,Male,White,"",No,35-54,100-150K,White,0,1.426284817494085
687,C2061228374,Complete,Male,White,"",No,55+,50-75K,White,4,
688,C2061229612,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9783630006284733
689,C2061231034,Complete,Female,White,"",Yes,18-34,25-35K,Hispanic,0,1.1258299489310741
690,C2061231060,Complete,Male,Other,Mexican,Yes,35-54,100-150K,Hispanic,0,2.53270261048147
691,C2061243119,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
692,C2061245030,Complete,Male,Other,Black/White,No,18-34,100-150K,Not white or Hispanic,0,1.7146778856681486
693,C2061249969,Complete,Female,White,"",No,55+,50-75K,White,3,0.5048550286390296
694,C2061250818,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8523734581948778
695,C2061256966,Complete,Female,Other,American,No,18-34,0-25K,Not white or Hispanic,2,1.154465056813967
696,C2061259836,Complete,Female,White,"",No,18-34,0-25K,White,1,1.0148487361129228
697,C2061261086,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
698,C2061267177,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
699,C2061270039,Complete,Male,White,"",No,35-54,35-50K,White,1,1.3028595504555174
700,C2061269482,Complete,Male,White,"",No,18-34,100-150K,White,0,1.5073116980373953
701,C2061277305,Complete,Female,White,"",No,35-54,0-25K,White,0,0.960294639957749
702,C2061279218,Complete,Male,White,"",No,55+,75-100K,White,1,0.8496255323655689
703,C2061285648,Complete,Female,White,"",No,18-34,35-50K,White,1,0.9390822787014618
704,C2061287019,Complete,Male,White,"",No,18-34,50-75K,White,2,1.3207404967342493
705,C2061288073,Complete,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
706,C2061295485,Complete,Female,Black/African-American,"",Yes,35-54,35-50K,Hispanic,0,1.5779192464444562
707,C2061312949,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
708,C2061314774,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
709,C2061315984,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
710,C2061317936,Complete,Male,White,"",No,18-34,35-50K,White,0,1.376874672726078
711,C2061321541,Complete,Male,Black/African-American,"",No,18-34,25-35K,Not white or Hispanic,3,1.0574628084524735
712,1155645692,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
713,C2061327080,Complete,Male,White,"",No,18-34,0-25K,White,0,1.4879628261478124
714,C2061328118,Complete,Male,White,"",No,55+,25-35K,White,0,0.5209854361143753
715,C2061337072,Complete,Male,White,"",No,55+,50-75K,White,0,0.7402142688632938
716,C2061339932,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
717,C2061344200,Complete,Male,White,"",No,55+,75-100K,White,5,
719,C2061350666,Complete,Female,White,"",No,55+,75-100K,White,0,0.5794777816612017
720,C2061352110,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
721,C2061353226,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
722,C2061352646,Complete,Male,White,"",No,55+,75-100K,White,5,
723,C2061357525,Complete,Female,White,"",No,55+,75-100K,White,1,0.5794777816612017
724,C2061361937,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
725,C2061366360,Complete,Female,White,"",No,55+,35-50K,White,2,0.5263124013008501
726,C2061367467,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
727,C2061368879,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8796072786421404
728,C2061368563,Complete,Male,Other,Hispanic,Yes,35-54,35-50K,Hispanic,1,2.3135321529446804
729,C2061368845,Complete,Male,Black/African-American,"",No,18-34,50-75K,Not white or Hispanic,0,1.5024394260359544
730,C2061375592,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3207404967342493
731,C2061377929,Complete,Male,White,"",No,35-54,150K+,White,0,1.9696544958050244
732,C2061378741,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
733,C2061379377,Complete,Female,White,"",No,55+,100-150K,White,0,0.5761721491559079
734,C2061385637,Complete,Male,White,"",No,35-54,100-150K,White,0,1.426284817494085
735,C2061386224,Partial,,,"",,,,,0,1
736,C2061382552,Complete,Male,Other,Human,No,35-54,0-25K,Not white or Hispanic,0,1.6016762950921482
737,C2061392314,Complete,Male,Asian,"",No,18-34,50-75K,Not white or Hispanic,0,1.5024394260359544
738,C2061393237,Complete,Female,White,"",No,55+,150K+,White,0,0.7956756252488698
739,C2061395499,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
740,C2061396311,Complete,Male,White,"",No,55+,150K+,White,7,
741,C2061400663,Complete,Male,White,"",No,55+,75-100K,White,0,0.8496255323655689
742,C2061408834,Complete,Male,White,"",No,55+,150K+,White,2,1.1666130231160865
743,C2061410925,Complete,Male,American Indian/Alaska Native,"",No,55+,35-50K,Not white or Hispanic,3,0.877836928272021
744,C2061414299,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
745,C2061418030,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8796072786421404
746,C2061420392,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9295775461633098
747,C2061427831,Complete,Male,White,"",No,55+,35-50K,White,0,0.7716748912510978
748,C2061433640,Complete,Male,Other,Dogon,No,35-54,100-150K,Not white or Hispanic,3,1.622503851330601
749,C2061441598,Complete,Male,White,"",No,55+,100-150K,White,0,0.844778841317184
750,C2061444246,Complete,Male,White,"",No,55+,50-75K,White,1,0.7402142688632938
751,C2061446266,Complete,Male,White,"",No,55+,150K+,White,0,1.1666130231160865
752,1184585350,Complete,Female,White,"",No,35-54,0-25K,White,3,0.960294639957749
753,C2061454391,Complete,Male,White,"",No,55+,0-25K,White,3,0.8339346890446587
754,C2061458920,Complete,Female,White,"",No,55+,25-35K,White,0,0.3553324062152285
755,C2061463622,Complete,Male,White,"",No,35-54,25-35K,White,3,0.8796072786421404
