Vrid,id,Vstatus,sex,race,race_other,hispanic,age_weight,income_weight,race_weight,flag,weight
435,C2059752386,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
436,C2059757721,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
437,C2059759332,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
438,C2059758579,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
439,C2059731048,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
440,C2059760511,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
441,C2059762710,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
442,C2059762964,Complete,Female,White,"",No,55+,35-50K,White,2,0.5280527004214576
443,C2059764916,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9354351267440567
445,C2059765180,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
446,C2059766263,Complete,Female,White,"",No,55+,150K+,White,0,0.797360140810658
447,C2059767369,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3122580536621378
448,C2059771346,Complete,Male,White,"",No,35-54,100-150K,White,1,1.4226858712917274
449,C2059776929,Complete,Female,Native Hawaiian or Other Pacific Islander,"",No,18-34,100-150K,Not white or Hispanic,0,1.1676694477611465
451,C2059781793,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
452,C2059787362,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
453,C2059788607,Complete,Female,Other,Hispanic,Yes,35-54,50-75K,Hispanic,0,1.5065010649374355
454,C2059793682,Partial,,,"",,,,,3,1
455,C2059801516,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
456,C2059806278,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
457,C2059807491,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
458,C2059807319,Complete,Female,White,"",Yes,35-54,35-50K,Hispanic,1,1.5706659521785653
459,C2059808329,Complete,Female,Asian,"",No,35-54,50-75K,Not white or Hispanic,3,0.9641893646801329
460,C2059813082,Disqualified,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
461,C2059816073,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
462,C2059822732,Complete,Female,White,"",No,55+,25-35K,White,1,0.3568301245540171
463,C2059823871,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
464,1181186163,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
465,C2059833233,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
466,C2059835242,Complete,Female,White,"",No,18-34,50-75K,White,0,0.897220706073849
468,C2059847256,Complete,Female,White,"",Yes,55+,50-75K,Hispanic,0,0.8988080242458504
469,C2059854590,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
470,C2059856079,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
471,C2059860882,Complete,Male,White,"",Yes,35-54,75-100K,Hispanic,0,2.5445382135585968
472,C2059861131,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
473,C2059867721,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
474,C2059873670,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
475,C2059878596,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
476,C2059877419,Complete,Male,White,"",No,35-54,0-25K,White,0,1.4036163611793078
477,C2059878633,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
478,C2059883344,Complete,Female,White,"",Yes,35-54,50-75K,Hispanic,1,1.5065010649374355
479,C2059884555,Complete,Female,Asian,"",No,55+,0-25K,Not white or Hispanic,3,0.6503137161623608
480,C2059889844,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
481,C2059891759,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
482,C2059893285,Complete,Male,White,"",No,35-54,35-50K,White,0,1.294493067812272
484,C2059895019,Complete,Male,White,"",No,35-54,150K+,White,0,1.9546859129882206
486,C2059896181,Complete,Male,Black/African-American,"",No,35-54,35-50K,Not white or Hispanic,0,1.470268600471683
487,C2059901974,Complete,Male,White,"",Yes,35-54,75-100K,Hispanic,0,2.5445382135585968
488,C2059902330,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
489,C2059902732,Complete,Female,White,"",No,35-54,0-25K,White,2,0.9596844607808721
490,1184636717,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9354351267440567
492,C2059908746,Complete,Male,White,"",No,18-34,35-50K,White,0,1.3681497433556946
493,C2059915063,Partial,,,"",,,,,3,1
494,C2059914259,Complete,Female,Black/African-American,"",No,35-54,25-35K,Not white or Hispanic,0,0.6792989869142012
495,C2059917789,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
496,C2059920087,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
497,C2059919280,Complete,Female,Black/African-American,"",No,18-34,35-50K,Not white or Hispanic,1,1.062455202602514
498,C2059923670,Complete,Male,White,"",No,18-34,75-100K,White,0,1.5154402646875993
500,C2059928596,Complete,Male,Other,Hispanic,Yes,18-34,25-35K,Hispanic,1,1.6406726426740712
501,C2059930903,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
502,C2059930349,Complete,Female,White,"",No,55+,0-25K,White,1,0.5725665345810572
503,C2059940034,Complete,Female,White,"",No,55+,150K+,White,0,0.797360140810658
504,C2059940616,Complete,Female,White,"",No,55+,100-150K,White,1,0.5803454146391758
505,C2059946333,Complete,Male,White,"",No,55+,25-35K,White,0,0.5218929986405498
506,1028220500,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
509,C2059957295,Complete,Female,White,"",No,35-54,25-35K,White,0,0.5980865191912716
510,C2059957953,Complete,Female,Other,Mixed,No,35-54,75-100K,Not white or Hispanic,0,1.113478695704793
511,1113637428,Complete,Female,White,"",No,55+,150K+,White,1,0.797360140810658
512,C2059969577,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9803585904535309
513,C2059969710,Complete,Female,White,"",No,55+,75-100K,White,3,0.5849011250281315
514,C2059975262,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
515,C2059977497,Complete,Female,White,"",No,35-54,150K+,White,0,1.3364632589676886
517,C2059984893,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
518,C2059987337,Complete,Male,White,"",No,35-54,35-50K,White,0,1.294493067812272
519,C2060003196,Partial,,,"",,,,,0,1
520,C2060007391,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
521,C2060015816,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3122580536621378
522,C2060017824,Partial,,,"",,,,,0,1
523,1132981465,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0142905214152977
524,C2060028134,Partial,,,"",,,,,0,1
525,C2060026351,Complete,Female,White,"",Yes,18-34,35-50K,Hispanic,3,1.660036869106099
526,C2060027983,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
527,C2060036681,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
528,C2060035379,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
529,C2060049300,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8489172986734048
530,C2060046297,Complete,Female,White,"",No,35-54,150K+,White,0,1.3364632589676886
531,C2060060448,Complete,Male,Black/African-American,"",No,55+,75-100K,Not white or Hispanic,0,0.9716265402696681
532,C2060064165,Complete,Male,White,"",No,55+,75-100K,White,1,0.8554653350265367
533,C2060065629,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9803585904535309
534,C2060065984,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
535,C2060066273,Complete,Female,White,"",Yes,35-54,50-75K,Hispanic,0,1.5065010649374355
536,1163243662,Complete,Male,White,"",No,35-54,0-25K,White,0,1.4036163611793078
538,C2060069410,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
539,C2060073398,Complete,Female,White,"",No,18-34,50-75K,White,0,0.897220706073849
540,C2060073657,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
541,C2060074182,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.632609145799943
542,1167690549,Complete,Female,White,"",No,55+,75-100K,White,1,0.5849011250281315
543,C2060081980,Complete,Male,Black/African-American,"",No,55+,25-35K,Not white or Hispanic,0,0.5927593648716941
544,C2060084712,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
545,C2060085424,Complete,Male,White,"",No,55+,50-75K,White,3,0.7407690700027477
547,C2060089124,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
548,C2060093822,Complete,Male,White,"",No,55+,0-25K,White,0,0.8374249960740104
550,C2060096663,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
551,C2060097897,Complete,Female,White,"",No,35-54,50-75K,White,2,0.8489172986734048
552,C2060072383,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
553,C2060105200,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
554,1134837748,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
555,C2060108131,Complete,Male,White,"",Yes,18-34,50-75K,Hispanic,1,2.3287523512644235
556,C2060110966,Partial,,,"",,,,,3,1
557,C2060120447,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
558,C2060120170,Complete,Female,White,"",No,18-34,75-100K,White,1,1.0361410093855066
560,C2060133557,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
561,C2060136710,Complete,Male,White,"",No,18-34,75-100K,White,0,1.5154402646875993
562,C2060155427,Partial,,,"",,,,,3,1
564,C2060160905,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3122580536621378
565,C2060167828,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
566,C2060193532,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
567,C2060228111,Complete,Female,White,"",No,18-34,50-75K,White,3,0.897220706073849
568,C2060307029,Complete,Female,Black/African-American,"",No,35-54,75-100K,Not white or Hispanic,3,1.113478695704793
569,C2060312895,Complete,Male,White,"",No,55+,35-50K,White,1,0.7723199032246395
570,C2060314227,Complete,Male,White,"",No,55+,75-100K,White,3,0.8554653350265367
571,C2060316284,Complete,Male,White,"",No,35-54,50-75K,White,0,1.2416104025864851
572,C2060317512,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
573,C2060333213,Complete,Male,White,"",No,55+,0-25K,White,3,0.8374249960740104
574,C2060342363,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
575,C2060346351,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
576,C2060369083,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
577,C2060368300,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
578,C2060375505,Complete,Female,White,"",Yes,35-54,100-150K,Hispanic,0,1.7262079761152282
581,C2060385021,Complete,Male,White,"",No,55+,50-75K,White,1,0.7407690700027477
582,C2060385829,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
583,C2060391129,Complete,Male,White,"",No,55+,25-35K,White,1,0.5218929986405498
584,C2060392383,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.632609145799943
585,C2060397161,Complete,Male,Other,Spanish American/ Latino American,Yes,55+,50-75K,Hispanic,0,1.3145796352315686
586,C2060411707,Complete,Male,White,"",No,55+,35-50K,White,3,0.7723199032246395
587,C2060410456,Complete,Female,White,"",No,18-34,50-75K,White,0,0.897220706073849
588,C2060414097,Complete,Female,White,"",Yes,55+,0-25K,Hispanic,0,1.0160849536719685
589,C2060420710,Complete,Female,Other,Mixed,No,35-54,0-25K,Not white or Hispanic,0,1.0899972847528137
590,C2060405758,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9354351267440567
591,C2060438929,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
592,C2060458134,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
593,1101807390,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
594,C2060459887,Complete,Female,Black/African-American,"",No,55+,25-35K,Not white or Hispanic,0,0.4052830724855261
595,C2060463467,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
596,C2060467612,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
597,C2060476118,Complete,Male,White,"",No,18-34,0-25K,White,3,1.483482153800004
598,C2060476978,Complete,Male,Other,Chicano,Yes,35-54,0-25K,Hispanic,0,2.4908781411153
599,C2060484774,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
602,C2060510489,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
603,C2060510571,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
604,C2060526054,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
605,C2060541352,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
606,C2060543003,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
607,C2060545032,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
608,1102277572,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
609,C2060549193,Partial,,,"",,,,,3,1
610,C2060549594,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
611,C2060556575,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
614,C2060582440,Complete,Male,Other,Chinae,Yes,18-34,25-35K,Hispanic,3,1.6406726426740712
615,C2060586255,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
616,C2060585654,Complete,Female,White,"",No,18-34,50-75K,White,0,0.897220706073849
618,C2060604354,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,3,2.632609145799943
619,1189708813,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
620,C2060611825,Disqualified,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.632609145799943
621,C2060612481,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
622,C2060622294,Complete,Male,White,"",Yes,35-54,25-35K,Hispanic,0,1.552344231912534
623,C2060626771,Complete,Male,Black/African-American,"",No,55+,35-50K,Not white or Hispanic,0,0.8771910267156349
624,C2060628748,Complete,Male,White,"",No,18-34,0-25K,White,3,1.483482153800004
625,1183597486,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
626,C2060629988,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
627,C2060614393,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
628,C2060645549,Complete,Male,White,"",No,35-54,100-150K,White,0,1.4226858712917274
629,C2060646682,Complete,Female,White,"",No,35-54,50-75K,White,2,0.8489172986734048
630,C2060648801,Complete,Male,White,"",No,18-34,35-50K,White,0,1.3681497433556946
631,C2060648786,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
632,C2060644206,Complete,Female,White,"",No,18-34,75-100K,White,0,1.0361410093855066
634,C2060805248,Complete,Male,White,"",No,35-54,35-50K,White,0,1.294493067812272
635,C2060873837,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0142905214152977
636,1133270366,Complete,Female,White,"",No,55+,0-25K,White,0,0.5725665345810572
637,C2061052758,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
638,C2061052596,Complete,Female,White,"",No,55+,35-50K,White,3,0.5280527004214576
639,C2061054786,Complete,Female,White,"",No,35-54,35-50K,White,0,0.8850743808117346
640,C2061055416,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8489172986734048
641,C2061067275,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
642,C2061065084,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9803585904535309
643,C2061068801,Complete,Female,White,"",No,18-34,0-25K,White,0,1.0142905214152977
644,C2061072888,Complete,Male,White,"",No,55+,100-150K,White,1,0.8488022390819279
645,C2061073928,Complete,Male,White,"",No,18-34,75-100K,White,0,1.5154402646875993
646,C2061074505,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
648,C2061075674,Complete,Female,White,"",No,18-34,25-35K,White,0,0.6321176513667556
651,C2061086648,Complete,Female,White,"",No,55+,50-75K,White,1,0.5064806774633477
652,C2061090218,Complete,Female,White,"",No,35-54,50-75K,White,0,0.8489172986734048
653,C2061096830,Complete,Male,White,"",No,18-34,75-100K,White,1,1.5154402646875993
654,C2061101026,Complete,Male,White,"",No,35-54,50-75K,White,3,1.2416104025864851
655,C2061100769,Complete,Female,White,"",No,18-34,100-150K,White,0,1.0280706567072588
656,C2061104844,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
657,C2061104208,Complete,Female,White,"",Yes,18-34,0-25K,Hispanic,0,1.7999748067991208
658,C2061106369,Complete,Male,White,"",No,55+,50-75K,White,3,0.7407690700027477
659,C2061110926,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
660,C2061111301,Complete,Male,White,"",No,18-34,35-50K,White,2,1.3681497433556946
661,C2061117609,Complete,Female,White,"",No,18-34,35-50K,White,0,0.9354351267440567
662,C2061118235,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
663,C2061126688,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
664,C2061126237,Complete,Female,White,"",No,55+,35-50K,White,0,0.5280527004214576
665,C2061128311,Complete,Female,White,"",No,18-34,50-75K,White,1,0.897220706073849
666,C2061137682,Complete,Male,White,"",No,35-54,50-75K,White,2,1.2416104025864851
667,C2061140981,Complete,Female,White,"",Yes,35-54,0-25K,Hispanic,3,1.7030700922570152
668,C2061070740,Complete,Male,White,"",No,35-54,0-25K,White,0,1.4036163611793078
669,C2061154601,Complete,Female,White,"",No,35-54,100-150K,White,1,0.972722718980012
670,C2061151916,Complete,Female,White,"",No,35-54,75-100K,White,3,0.9803585904535309
671,C2061158809,Complete,Female,White,"",No,55+,50-75K,White,0,0.5064806774633477
672,C2061160499,Complete,Male,White,"",No,18-34,150K+,White,0,2.0659075716144777
674,C2061164639,Complete,Male,White,"",No,55+,35-50K,White,3,0.7723199032246395
675,C2061165577,Complete,Female,Black/African-American,"",No,18-34,0-25K,Not white or Hispanic,0,1.1520181470830655
676,C2061171241,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
677,C2061184972,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
678,C2061185907,Complete,Male,White,"",No,35-54,150K+,White,0,1.9546859129882206
679,C2061188098,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
680,C2061195110,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,0,2.632609145799943
681,C2061194400,Complete,Male,White,"",No,55+,35-50K,White,1,0.7723199032246395
682,C2061200088,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
683,C2061202069,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
684,C2061204784,Complete,Male,White,"",No,55+,150K+,White,2,1.1662038775572334
686,C2061221295,Complete,Male,White,"",No,35-54,100-150K,White,0,1.4226858712917274
688,C2061229612,Complete,Female,White,"",No,35-54,75-100K,White,0,0.9803585904535309
689,C2061231034,Complete,Female,White,"",Yes,18-34,25-35K,Hispanic,0,1.121765237247368
690,C2061231060,Complete,Male,Other,Mexican,Yes,35-54,100-150K,Hispanic,0,2.524719172906136
691,C2061243119,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
692,C2061245030,Complete,Male,Other,Black/White,No,18-34,100-150K,Not white or Hispanic,0,1.7078112737109137
693,C2061249969,Complete,Female,White,"",No,55+,50-75K,White,3,0.5064806774633477
694,C2061250818,Complete,Female,White,"",No,35-54,50-75K,White,3,0.8489172986734048
695,C2061256966,Complete,Female,Other,American,No,18-34,0-25K,Not white or Hispanic,2,1.1520181470830655
696,C2061259836,Complete,Female,White,"",No,18-34,0-25K,White,1,1.0142905214152977
697,C2061261086,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
698,C2061267177,Complete,Male,White,"",No,18-34,35-50K,White,0,1.3681497433556946
699,C2061270039,Complete,Male,White,"",No,35-54,35-50K,White,1,1.294493067812272
700,C2061269482,Complete,Male,White,"",No,18-34,100-150K,White,0,1.5036367193322242
701,C2061277305,Complete,Female,White,"",No,35-54,0-25K,White,0,0.9596844607808721
702,C2061279218,Complete,Male,White,"",No,55+,75-100K,White,1,0.8554653350265367
703,C2061285648,Complete,Female,White,"",No,18-34,35-50K,White,1,0.9354351267440567
704,C2061287019,Complete,Male,White,"",No,18-34,50-75K,White,2,1.3122580536621378
705,C2061288073,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
706,C2061295485,Complete,Female,Black/African-American,"",Yes,35-54,35-50K,Hispanic,0,1.5706659521785653
707,C2061312949,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
708,C2061314774,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
709,C2061315984,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
710,C2061317936,Complete,Male,White,"",No,18-34,35-50K,White,0,1.3681497433556946
711,C2061321541,Complete,Male,Black/African-American,"",No,18-34,25-35K,Not white or Hispanic,3,1.0500617289996308
712,1155645692,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
713,C2061327080,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
714,C2061328118,Complete,Male,White,"",No,55+,25-35K,White,0,0.5218929986405498
715,C2061337072,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
716,C2061339932,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
719,C2061350666,Complete,Female,White,"",No,55+,75-100K,White,0,0.5849011250281315
720,C2061352110,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
721,C2061353226,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
723,C2061357525,Complete,Female,White,"",No,55+,75-100K,White,1,0.5849011250281315
724,C2061361937,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
725,C2061366360,Complete,Female,White,"",No,55+,35-50K,White,2,0.5280527004214576
726,C2061367467,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
727,C2061368879,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
728,C2061368563,Complete,Male,Other,Hispanic,Yes,35-54,35-50K,Hispanic,1,2.2972263473259433
729,C2061368845,Complete,Male,Black/African-American,"",No,18-34,50-75K,Not white or Hispanic,0,1.4904458432336125
730,C2061375592,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3122580536621378
731,C2061377929,Complete,Male,White,"",No,35-54,150K+,White,0,1.9546859129882206
732,C2061378741,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
733,C2061379377,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
734,C2061385637,Complete,Male,White,"",No,35-54,100-150K,White,0,1.4226858712917274
735,C2061386224,Partial,,,"",,,,,3,1
736,C2061382552,Complete,Male,Other,Human,No,35-54,0-25K,Not white or Hispanic,0,1.5942094355421752
737,C2061392314,Complete,Male,Asian,"",No,18-34,50-75K,Not white or Hispanic,0,1.4904458432336125
738,C2061393237,Complete,Female,White,"",No,55+,150K+,White,0,0.797360140810658
739,C2061395499,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
741,C2061400663,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
742,C2061408834,Complete,Male,White,"",No,55+,150K+,White,2,1.1662038775572334
743,C2061410925,Complete,Male,American Indian/Alaska Native,"",No,55+,35-50K,Not white or Hispanic,3,0.8771910267156349
744,C2061414299,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
745,C2061418030,Complete,Male,White,"",No,35-54,25-35K,White,0,0.8747500434200876
746,C2061420392,Complete,Male,White,"",No,18-34,25-35K,White,0,0.9245233343954337
747,C2061427831,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
748,C2061433640,Complete,Male,Other,Dogon,No,35-54,100-150K,Not white or Hispanic,3,1.6158683402067249
749,C2061441598,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
750,C2061444246,Complete,Male,White,"",No,55+,50-75K,White,1,0.7407690700027477
751,C2061446266,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
752,1184585350,Complete,Female,White,"",No,35-54,0-25K,White,3,0.9596844607808721
753,C2061454391,Complete,Male,White,"",No,55+,0-25K,White,3,0.8374249960740104
754,C2061458920,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
755,C2061463622,Complete,Male,White,"",No,35-54,25-35K,White,3,0.8747500434200876
756,C2061464011,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3122580536621378
757,C2061464238,Complete,Male,White,"",No,35-54,35-50K,White,0,1.294493067812272
758,C2061470437,Complete,Male,White,"",No,18-34,35-50K,White,0,1.3681497433556946
759,C2061471031,Complete,Male,White,"",No,55+,25-35K,White,0,0.5218929986405498
760,C2061473552,Complete,Female,Asian,"",No,18-34,100-150K,Not white or Hispanic,0,1.1676694477611465
761,C2061479726,Complete,Male,White,"",No,55+,35-50K,White,0,0.7723199032246395
762,C2061482573,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
763,C2061483313,Complete,Male,White,"",No,18-34,50-75K,White,1,1.3122580536621378
764,C2061487449,Complete,Male,Black/African-American,"",Yes,35-54,50-75K,Hispanic,1,2.2033799955036026
765,C2061489928,Complete,Male,White,"",No,18-34,50-75K,White,0,1.3122580536621378
766,C2061498209,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
767,C2061505409,Complete,Male,White,"",No,18-34,0-25K,White,0,1.483482153800004
768,C2061505754,Complete,Male,White,"",No,55+,50-75K,White,0,0.7407690700027477
769,C2061509113,Complete,Female,White,"",No,55+,35-50K,White,2,0.5280527004214576
770,C2061514275,Complete,Female,White,"",No,55+,25-35K,White,0,0.3568301245540171
771,C2061522239,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
772,C2061533590,Partial,,,"",,,,,3,1
773,C2061534055,Complete,Female,White,"",No,35-54,100-150K,White,0,0.972722718980012
774,C2061534738,Disqualified,Male,White,"",No,18-34,75-100K,White,0,1.5154402646875993
775,C2061537232,Complete,Male,White,"",No,55+,50-75K,White,1,0.7407690700027477
776,C2061539498,Complete,Female,White,"",No,18-34,50-75K,White,0,0.897220706073849
777,C2061555747,Complete,Male,White,"",Yes,18-34,25-35K,Hispanic,0,1.6406726426740712
778,C2061559380,Complete,Male,White,"",No,55+,100-150K,White,0,0.8488022390819279
779,C2061574823,Complete,Male,White,"",Yes,18-34,0-25K,Hispanic,1,2.632609145799943
781,C2061597994,Complete,Male,Black/African-American,"",No,55+,25-35K,Not white or Hispanic,1,0.5927593648716941
782,C2061828915,Complete,Female,White,"",No,55+,100-150K,White,0,0.5803454146391758
783,C2061829799,Complete,Male,White,"",No,55+,150K+,White,0,1.1662038775572334
784,C2061837318,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
785,C2061859978,Complete,Male,Other,doberman,Yes,35-54,75-100K,Hispanic,0,2.5445382135585968
786,C2061858607,Partial,,,"",,,,,0,1
788,C2061865216,Complete,Male,White,"",No,35-54,75-100K,White,0,1.4338539526456466
789,C2061879764,Complete,Male,White,"",No,55+,75-100K,White,0,0.8554653350265367
790,1189729074,Complete,Female,White,"",Yes,35-54,100-150K,Hispanic,0,1.7262079761152282
